job_url,title,company,description,niveau_etudes,niveau_experience,contrat,region,competences,publication_date,via,titre_homogene,secteur,niveau_qualification
,Technical Lead JAVA JEE (Freelance - Client Bancaire) - Casablanca,VISION BUSINESS CONSULTING,"Dans le cadre d’un programme de transformation du SI Paiement, nous recherchons un Technical Lead pour piloter l’implémentation du Hub de paiement. Il/elle sera responsable du cadrage et du développement d’une partie ou de la totalité de l’architecture technique des nouvelles solutions ou composants techniques du SI Paiement de la banque, tout en encadrant les équipes de développement. Missions principales : Coordination avec les équipes techniques pour le développement des produits en respectant l’architecture technique. Expertise en Java/J2EE et React (Redux, MaterialUI) avec une bonne maîtrise de Spring/SpringBoot . Gestion des problématiques Front-end et Back-end . Expertise en...",Bac+5 et plus,Expérience entre 5 ans et 10 ans & Expérience > 10 ans,Freelance,Casablanca-Mohammedia,API - DOCKER - GIT - GITLAB - HUB - J2EE - JAVA - JENKINS - MONGODB - NOSQL - REACT - SPRING - SQL,2025-02-20,['Emplois.ma'],Technical Lead,Banque,4
,Analyste Gestion des Stocks - Casablanca,CALLIOPE,"Nous sommes à la recherche d'un(e)  Analyste Gestion des Stocks. Missions : Analyse des stocks : Suivre et analyser les niveaux de stock pour identifier les tendances, les anomalies et les opportunités d’optimisation. Effectuer des rapports réguliers sur les stocks, les ruptures, les surstocks et les prévisions de besoins. Mettre en place des indicateurs de performance (KPIs) pour évaluer l’efficacité de la gestion des stocks. Gestion des Outils Informatique et Data : Utiliser des outils et des logiciels de gestion des stocks pour suivre et analyser les données en temps réel. Développer des rapports automatisés et des outils d’analyse des stocks à l’aide de logiciels...","Bac+3, Bac+4 & Bac+5 et plus",Débutant < 2 ans et plus,CDI,Casablanca-Mohammedia,BI - Gestion des Stocks - SQL - Stocks - Transport,2025-04-03,['Emplois.ma'],Data Analyst,Logistique,2
,Informaticien Bilingue Espagnol (H/F) - Tanger,,"Nous recherchons un(e) Informaticien(ne) Bilingue Espagnol ,qualifié(e) et passionné(e) pour rejoindre l'équipe de l'un de nos clients. Si vous avez une solide expérience en gestion des systèmes informatiques et en développement logiciel, nous serions ravis de recevoir votre candidature. Missions : Gestion et maintenance des infrastructures informatiques (réseaux, serveurs, systèmes). Développement et gestion de logiciels et applications internes. Résolution de problèmes techniques et support aux utilisateurs. Mise en place de solutions de sécurité pour protéger les données et les systèmes. Veille technologique pour proposer des améliorations continues des outils et processus",Bac+3 & Bac+4,Expérience entre 2 ans et 5 ans,CDI,Tanger-Tétouan-Al Hoceïma,C++ - JAVA - LINUX - PYTHON,2025-03-15,['Emplois.ma'],,,
,AWS Solutions Architect (M/F),EVERESTOSAGENCY,Nous sommes à la recherche des  Chargés de Clientèle en Réception / Emission d´Appels. Missions : Répondre aux appels entrants et traiter les demandes des clients Conseiller et informer les clients sur nos produits et services Assurer un suivi personnalisé des clients Participer à l'atteinte des objectifs de l'équipe,"Qualification avant bac, Bac, Bac+1, Bac+2, Bac+3, Bac+4 & Bac+5 et plus","Etudiant, jeune diplômé et plus","CDI, CDD & Intérim",Rabat-Salé-Kénitra,Actions Commerciales - Réception - Vente,2025-03-22,['Emplois.ma'],Data Engineer,Data,5
,AWS Solutions Architect (M/F),AFRICASHORE,"We are looking for  AWS Solutions Architect profiles / CVs to share with our clients for their future recruitment campaigns.   Mission:   Design a robust, secure and optimized AWS architecture to implement large scale enterprise data solutions and applications. Develop and deliver AWS Cloud solutions in areas such as AIML, advanced analytics, microservices, serverless, etc. Build highly scalable, Cloud-native applications on AWS platform using services like API Gateway, Lambda, SQS, DynamoDB and ECS. Implement and manage KuberNetes environments. Ensure configuration and compliance with configuration management tools. Administer and troubleshoot Linux based...",Bac+3,Expérience entre 5 ans et 10 ans,"CDI, CDD - Freelance",Agadir - Béni Mellal-Khénifra - Casablanca-Mohammedia - Dakhla -...,API - BIG DATA - CENTOS - CVS - DMS - DNS - DOCKER - HADOOP - HTTP - LINUX - RDS - SPARK - TALEND,2025-02-27,['Emplois.ma'],,,
,Data Scientist Senior - Paris,AFRICASHORE,"We are looking for JAVA JEE Developer profiles / CVs to pass on to our clients for their future recruitment campaigns.   Mission:   Good exposure to Core Java, MySQL server as DB. Maintain source code control of all application code, scripts, and database definition language. Design, Develop, Implement and/or Manage project. Responsible for development, focusing on designs, coding, testing, quality assurance of complex product features in a development team. Show initiative and drive topics to resolution in a high level of quality, speed, reliability and efficiency considering the essential non-functional requirements. Analyzing clients' requirements and produce technical proposals,...",Bac+3,Expérience entre 5 ans et 10 ans,"CDI, CDD - Freelance",Agadir - Béni Mellal-Khénifra - Casablanca-Mohammedia - Dakhla -...,AGILE - ANGULAR JS - AZURE - BIG DATA - CASSANDRA - COUCHBASE - CSS - CVS - DOCKER - GIT - HADOOP - HIBERNATE - HTML - J2EE - JAVA - JAVA JEE - JAVASCRIPT - JBOSS - JENKINS - MAVEN - MVC - MYSQL - NOSQL - ORACLE - REDIS - REST - SOAP - SPARK - SPRING - SQL - STRUTS - WEBLOGIC,2025-02-27,['Emplois.ma'],Data Scientist,Data,4
,Supply Chain RPA Developer - Casablanca,AFRICAWORK,"We are recruiting for our client who operates in the designing, manufacturing, and supplying of commercial playground equipment, a Supply Chain RPA Developer .  Responsibilities : Your key responsibilities will be : Create, test, and deploy bots using Automation Anywhere to automate repetitive, rule-based supply chain tasks. Translate business requirements into Intelligent Automation solutions incorporating AI, Machine Learning, and RPA. Integrate bots with enterprise systems and third-party applications using API Task Runner for seamless data transfer and interaction. Develop and deploy IQ Bots to extract, interpret, and process unstructured and semi-structured data from supply chain documents (e.g., invoices,...","Bac+3, Bac+4 - Bac+5 et plus",Expérience entre 2 ans et 5 ans et plus,CDI,Agadir - Béni Mellal-Khénifra - Casablanca-Mohammedia - Dakhla -...,API - AUTOMATE - BI - MICROSOFT - PIVOT - PYTHON - VMWARE,2025-03-18,['Emplois.ma'],,,
,Data Scientist Senior - Paris,UXVCENTER,"We are looking for a  .NET/C# Software Developer. Your Responsibilities: Develop and maintain .NET/C# applications for industrial 3D control systems Implement and control a 3D engine that allows interactive input and visualization of geometry parameters Integrate and process 3D models from SolidWorks Develop algorithms for manipulating and controlling 3D geometries Optimize real-time visualization and performance of 3D data Integrate the 3D engine with laser control systems Collaborate with an interdisciplinary team of software, hardware, and laser experts","Bac+2, Bac+3, Bac+4 & Bac+5 et plus","Etudiant, jeune diplômé et plus",CDI,Marrakech-Safi & International,C# - DIRECTX - NET - SOLIDWORKS - UNITY,2025-03-26,['Emplois.ma'],Data Scientist,Data,4
,Cloud Architect (M/F),AFRICASHORE,"We are looking for  Cloud Architect profiles / CVs to share with our clients for their future recruitment campaigns.   Mission:   Lead analysis, recommendations, and presentation of approaches on Cloud migration roadmaps, architecture / designs etc. Involve in conducting Azure readiness assessments and evaluations and delivery of assessment reports, architecture/design/ deployment documents & presentations. Architecting Cloud solutions for new applications. Design Cloud architectures, environments, and solutions that meet the business requirements with an emphasis on meeting the overall business goals. Design highly available, scalable and secure solutions using...",Bac+3,Expérience entre 5 ans et 10 ans,"CDI, CDD - Freelance",Agadir - Béni Mellal-Khénifra - Casablanca-Mohammedia - Dakhla -...,AGILE - API - ARM - AZURE - C# - COSMOS - CVS - LESS - NOSQL - PAAS - SQL - VM,2025-02-27,['Emplois.ma'],,,
,AWS Cloud Architect (M/F),AFRICASHORE,"We are looking for  AWS Cloud Architect  profiles / CVs to share with our clients for their future recruitment campaigns.   Mission:   Support and advise clients in the adoption and deployment of AWS services (IT Strategy, Opportunity Study, Audit, Framework and Roadmap). Design solution platforms integrating AWS reference services (Serverless Architecture, Analytics, IoT, EKS, ...) in Native Cloud and Hybrid Cloud contexts. Conduct research, tests, and execute new techniques which could be reused and applied to the project. Accountable for designing, building, and optimizing automation systems that help to execute business web and data infrastructure platforms.",Bac+3,Expérience entre 5 ans et 10 ans,"CDI, CDD - Freelance",Agadir - Béni Mellal-Khénifra - Casablanca-Mohammedia - Dakhla -...,AGILE - ALM - BASH - CVS - DNS - DOCKER - HTTP - IOT - JENKINS - LOAD BALANCING - PUPPET - PYTHON - REACT - SCRUM - SSL,2025-02-27,['Emplois.ma'],Cloud Architect,Data,4
,Cloud Engineer (M/F),AFRICASHORE,We are looking for  Cloud Engineer   profiles / CVs to share with our clients for their future recruitment campaigns.   Mission:   Implement IAM policies and configure VPCs to create a scalable and secure Network for the application workloads. Develop and manage AWS development and migration programs. Build Data Integration scripts using Python to integrate with upstream/downstream systems (within AWS Cloud Services ecosystem). Develop application code for programs while following coding standards.  Resolve queries/issues and provide Application/functional support. Recommend changes to improve established Data Integration processes. Provides...,Bac+3,Expérience entre 5 ans et 10 ans,"CDI, CDD - Freelance",Agadir - Béni Mellal-Khénifra - Casablanca-Mohammedia - Dakhla -...,API - ARM - BGP - CVS - IAM - PUPPET - PYTHON - RDS - REST,2025-02-27,['Emplois.ma'],Cloud Engineer,Data,3
,DATASTAGE Architect (M/F),AFRICASHORE,"We are looking for DATASTAGE Architect profiles / CVs to share with our clients for their future recruitment campaigns.   Mission: Define and supervise all activities within your scope by using and optimising the resources allocated. Control the implementation of the activities under your responsibility and report on the results. Responsible for the level of service quality, compliance with standards and the level of safety within the assigned perimeter. Supervise and monitor of assigned projects (monitoring of workloads, definition of deadlines and delivery milestones, identification of deliverables and work to be carried out, task planning, monitoring of work, management of corrective measures,...",Bac+3,Expérience entre 5 ans et 10 ans,"CDI, CDD - Freelance",Agadir - Béni Mellal-Khénifra - Casablanca-Mohammedia - Dakhla -...,AZURE - CVS - DATASTAGE - INFORMATICA - J2EE - JAVA - MONGODB - ORACLE - SQL - TALEND,2025-02-27,['Emplois.ma'],Data Architect,Data,3
,Service Desk Analyst - Italian Speaker - Rabat,AFRICAWORK,"We are recruiting for our client, a multinational digital services company and IT consulting company, a Service Desk Analyst – Italian Speaker for a permanent contract (CDI) in Rabat (100% on-site). To maintain high login Efficiency (Availability) for customers. To provide level 1 remote desktop support to resolve tickets and provide hardware or software or network problem diagnosis or resolution via telephone or email or chat within agreed SLA of ticket volume and time. To update work logs and follow shift or escalation process to escalate complex problem to appropriate support specialists or route problems to 2nd and 3rd level IT support staff as the case be. Work on value adding activities such Knowledge base...","Bac+2, Bac+3, Bac+4 - Bac+5 et plus",Débutant < 2 ans et plus,CDI,Agadir - Béni Mellal-Khénifra - Casablanca-Mohammedia - Dakhla -...,ACCESS - Assistanat - ITIL - Secrétariat - Support,2025-03-11,['Emplois.ma'],,,
,Customer Service Specialist (Spanish and Portuguese) - Rabat,AFRICAWORK,"We are recruiting for our client, a multinational digital services company and IT consulting company, a  Service Desk Analyst – Spanish and Portuguese Speaker  for a permanent contract (CDI) in Rabat (100% on-site). Key Responsibilities : Order Processing & Validation: Review and validate order line items based on SAP/Client CRM product configurations. Identify discrepancies and take corrective actions. Process orders while ensuring compliance with SLAs and quality standards. Logistics & Customer Service: Track shipped orders end-to-end and provide timely updates to clients. Ensure proper documentation of order notes in SAP/CRM. Close orders upon client confirmation and maintain...","Bac, Bac+1, Bac+2, Bac+3, Bac+4 - Bac+5 et plus",Débutant < 2 ans et plus,CDI,Agadir - Béni Mellal-Khénifra - Casablanca-Mohammedia - Dakhla -...,Assistanat - Documentation - SAP - Secrétariat,2025-03-11,['Emplois.ma'],,,
,PHP Developer (M/F),AFRICASHORE,"We are looking for PHP Developer profiles / CVs to pass on to our clients for their future recruitment campaigns.   Mission:   Writing clean, fast code PHP to a high standard, in a timely and scalable way. Design E-Commerce websites and Dashboards using PHP, and Strong Knowledge on Integrations Like, Payment gateway, APi s etc. Establishing and guiding the website s architecture. Conducting analysis of website and application requirements. Writing back-end code and building efficient PHP modules. Developing back-end portals with an optimized database. Updating and altering application features to enhance performance. Helping formulate an effective, responsive design and turning it...",Bac+3,Expérience entre 5 ans et 10 ans,"CDI, CDD - Freelance",Agadir - Béni Mellal-Khénifra - Casablanca-Mohammedia - Dakhla -...,AJAX - API - CODEIGNITER - CSS3 - CVS - GIT - JAVASCRIPT - LARAVEL - MAGENTO - MERCURIAL - MONGODB - MVC - MYSQL - NOSQL - ORACLE - SQL - SYMFONY - XML - ZEND,2025-02-27,['Emplois.ma'],,,
